txid,bookingdate,issuercountrycode,txvariantcode,bin,amount,currencycode,shoppercountrycode,shopperinteraction,simple_journal,cardverificationcodesupplied,cvcresponsecode,creationdate,accountcode,mail_id,ip_id,card_id
3354,2015-07-19 10:04:55,BE,visaclassic,489117,47900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:04:55,MexicoAccount,email30360,ip53795,card199007
3355,2015-07-19 10:05:08,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:05:08,MexicoAccount,email135285,ip53790,card240246
3356,2015-07-19 10:05:28,BE,visaclassic,489117,47900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:05:28,MexicoAccount,email30360,ip53795,card154192
3357,2015-07-19 10:06:13,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:06:13,MexicoAccount,email96627,ip163176,card172394
3358,2015-07-19 10:06:37,NA,mc,559209,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:06:36,MexicoAccount,email74647,ip79582,card172779
3361,2015-07-19 10:07:33,NA,mc,559209,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:07:32,MexicoAccount,email74647,ip79582,card182170
3362,2015-07-19 10:07:45,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:07:45,MexicoAccount,email135285,ip53790,card224936
3363,2015-07-19 10:07:54,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:07:54,MexicoAccount,email96627,ip163176,card236562
3364,2015-07-19 10:08:05,US,visacorporate,473077,47900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:08:05,MexicoAccount,email30360,ip53795,card195149
3365,2015-07-19 10:08:21,NA,mc,559209,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:08:20,MexicoAccount,email74647,ip79582,card269424
3366,2015-07-19 10:08:44,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:08:44,MexicoAccount,email96627,ip163176,card144054
3367,2015-07-19 10:09:28,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:09:28,MexicoAccount,email96627,ip163176,card41572
3368,2015-07-19 10:09:36,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:09:36,MexicoAccount,email135285,ip53790,card125590
3369,2015-07-19 10:09:50,NA,mc,559209,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:09:50,MexicoAccount,email74647,ip79582,card269424
3370,2015-07-19 10:10:29,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:10:29,MexicoAccount,email96627,ip163176,card113759
3371,2015-07-19 10:11:30,NA,mc,559209,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:11:30,MexicoAccount,email74647,ip79582,card98770
3372,2015-07-19 10:11:33,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:11:33,MexicoAccount,email96627,ip163176,card269499
3373,2015-07-19 10:11:47,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:11:47,MexicoAccount,email135285,ip53790,card125590
3374,2015-07-19 10:12:24,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:12:24,MexicoAccount,email96627,ip163176,card112926
3375,2015-07-19 10:12:43,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:12:43,MexicoAccount,email135285,ip53790,card223679
3376,2015-07-19 10:13:27,TZ,visaclassic,428519,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:13:27,MexicoAccount,email30360,ip65008,card202788
3377,2015-07-19 10:13:47,TZ,visaclassic,428519,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:13:47,MexicoAccount,email30360,ip65008,card93440
3378,2015-07-19 10:14:27,TZ,visaclassic,428519,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:14:27,MexicoAccount,email30360,ip65008,card28654
3379,2015-07-19 10:14:55,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:14:55,MexicoAccount,email135285,ip53790,card244579
3380,2015-07-19 10:15:13,US,mccredit,546616,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:15:13,MexicoAccount,email30360,ip65008,card168332
3381,2015-07-19 10:15:32,US,mccredit,546616,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:15:32,MexicoAccount,email30360,ip65008,card70880
3382,2015-07-19 10:15:50,US,mccredit,546616,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:15:50,MexicoAccount,email30360,ip65008,card92910
3383,2015-07-19 10:16:08,US,mccredit,546616,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:16:08,MexicoAccount,email30360,ip65008,card102778
3384,2015-07-19 10:16:19,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:16:19,MexicoAccount,email135285,ip53790,card138863
3385,2015-07-19 10:16:27,US,mccredit,546616,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:16:27,MexicoAccount,email30360,ip65008,card199792
3386,2015-07-19 10:16:44,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:16:44,MexicoAccount,email96627,ip163176,card37352
3387,2015-07-19 10:16:49,US,mccredit,546616,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:16:49,MexicoAccount,email30360,ip65008,card26086
3388,2015-07-19 10:17:08,US,mccredit,546616,47900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:17:08,MexicoAccount,email30360,ip65008,card221528
3389,2015-07-19 10:17:25,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:17:25,MexicoAccount,email96627,ip163176,card37352
3390,2015-07-19 10:18:07,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:18:07,MexicoAccount,email96627,ip163176,card149627
3391,2015-07-19 10:18:39,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:18:39,MexicoAccount,email135285,ip53790,card128239
3392,2015-07-19 10:18:46,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:18:46,MexicoAccount,email96627,ip163176,card260785
3393,2015-07-19 10:19:42,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:19:42,MexicoAccount,email135285,ip53790,card123100
3394,2015-07-19 10:20:11,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:20:11,MexicoAccount,email96627,ip156445,card245488
3395,2015-07-19 10:20:33,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:20:32,MexicoAccount,email135285,ip53790,card95348
3396,2015-07-19 10:22:13,US,mccredit,546616,29940,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:22:13,MexicoAccount,email135285,ip114055,card81359
3397,2015-07-19 10:22:22,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:22:22,MexicoAccount,email96627,ip156445,card245488
3398,2015-07-19 10:23:10,US,mccredit,546616,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:23:10,MexicoAccount,email96627,ip156445,card12957
3399,2015-07-19 10:23:32,US,visadebit,434258,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:23:31,MexicoAccount,email60340,ip156405,card231190
3400,2015-07-19 10:24:02,US,visadebit,434258,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:24:01,MexicoAccount,email60340,ip156405,card79717
3401,2015-07-19 10:24:34,US,visadebit,434258,44900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:24:34,MexicoAccount,email60340,ip156405,card235653
3402,2015-07-19 10:34:56,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:34:55,MexicoAccount,email135284,ip6235,card252355
3403,2015-07-19 10:35:37,US,mccredit,546616,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:35:36,MexicoAccount,email187159,ip156445,card158112
3404,2015-07-19 10:36:04,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:36:04,MexicoAccount,email135284,ip6235,card96073
3405,2015-07-19 10:36:31,US,mccredit,546616,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:36:31,MexicoAccount,email187159,ip156445,card43371
3406,2015-07-19 10:37:12,MX,visaclassic,400605,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:37:03,MexicoAccount,email277487,ip64485,card170548
3407,2015-07-19 10:37:16,US,mccredit,546616,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:37:16,MexicoAccount,email187159,ip156445,card190235
3408,2015-07-19 10:37:49,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:37:49,MexicoAccount,email135284,ip6235,card231760
3409,2015-07-19 10:38:05,US,mccredit,546616,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:38:04,MexicoAccount,email187159,ip156445,card234337
3410,2015-07-19 10:38:25,US,visadebit,419002,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:38:25,MexicoAccount,email277487,ip64485,card78302
3411,2015-07-19 10:39:27,MX,visaclassic,477291,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:39:27,MexicoAccount,email135284,ip6235,card149773
3412,2015-07-19 10:39:43,US,visaclassic,446542,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:39:43,MexicoAccount,email277487,ip64485,card262212
3413,2015-07-19 10:39:53,NA,mc,559209,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:39:53,MexicoAccount,email74647,ip79582,card234057
3414,2015-07-19 10:40:45,NA,mc,559209,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:40:45,MexicoAccount,email74647,ip79582,card93247
3417,2015-07-19 10:41:31,MX,visadebit,491580,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:41:31,MexicoAccount,email277487,ip64485,card59499
3418,2015-07-19 10:41:42,US,mccredit,546616,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:41:42,MexicoAccount,email187159,ip156445,card146162
3419,2015-07-19 10:43:30,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:43:30,MexicoAccount,email135284,ip6235,card237220
3420,2015-07-19 10:43:57,US,mccredit,546616,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:43:57,MexicoAccount,email187159,ip156445,card117942
3421,2015-07-19 10:44:56,US,mccredit,546616,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:44:56,MexicoAccount,email187159,ip156445,card160061
3422,2015-07-19 10:45:10,US,mccredit,546616,29940,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:45:10,MexicoAccount,email135285,ip6235,card208707
3423,2015-07-19 10:46:49,US,mccredit,552426,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:46:48,MexicoAccount,email187159,ip156445,card70355
3424,2015-07-19 10:48:26,US,mccredit,546616,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:48:26,MexicoAccount,email187159,ip156445,card67819
3425,2015-07-19 10:48:35,MX,mccredit,547146,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:48:35,MexicoAccount,email277487,ip64485,card244653
3426,2015-07-19 10:49:19,US,mccredit,546616,24900,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 10:49:18,MexicoAccount,email187159,ip156445,card246293
3427,2015-07-19 10:50:00,US,visaclassic,426684,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:50:00,MexicoAccount,email277487,ip64485,card219420
3428,2015-07-19 10:51:05,US,visaclassic,414709,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:51:05,MexicoAccount,email277487,ip64485,card68703
3429,2015-07-19 10:53:21,US,visadebit,483312,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 10:53:21,MexicoAccount,email277487,ip64485,card130549
3430,2015-07-19 11:04:00,US,mccredit,546616,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:04:00,MexicoAccount,email277487,ip64485,card226600
3432,2015-07-19 11:26:51,US,mccredit,517800,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:26:50,MexicoAccount,email106025,ip113460,card205633
3433,2015-07-19 11:27:35,US,mccredit,517800,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:27:34,MexicoAccount,email106025,ip113460,card240961
3434,2015-07-19 11:28:07,US,mccredit,517800,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:28:06,MexicoAccount,email106025,ip113460,card204853
3435,2015-07-19 11:29:25,MX,mccredit,551238,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:29:24,MexicoAccount,email106025,ip113460,card90838
3436,2015-07-19 11:30:09,US,visadebit,474166,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:30:09,MexicoAccount,email106025,ip113460,card111663
3437,2015-07-19 11:31:28,US,visadebit,480327,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:31:28,MexicoAccount,email106025,ip113460,card97142
3438,2015-07-19 11:33:01,NA,mc,546617,79600,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:33:01,MexicoAccount,email213287,ip65746,card58816
3439,2015-07-19 11:43:41,US,mccredit,546616,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:43:40,MexicoAccount,email50776,ip71317,card79436
3440,2015-07-19 11:44:38,US,mccredit,546616,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:44:38,MexicoAccount,email50776,ip71317,card154128
3441,2015-07-19 11:45:25,US,mccredit,546616,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:45:25,MexicoAccount,email50776,ip71317,card233221
3442,2015-07-19 11:46:18,US,mccredit,546616,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:46:18,MexicoAccount,email50776,ip71317,card170468
3443,2015-07-19 11:47:03,US,mccredit,546616,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:47:03,MexicoAccount,email50776,ip71317,card150472
3444,2015-07-19 11:47:57,US,mccredit,546616,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:47:57,MexicoAccount,email50776,ip71317,card26476
3445,2015-07-19 11:48:46,US,mccredit,546616,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:48:46,MexicoAccount,email50776,ip71317,card265891
3446,2015-07-19 11:50:39,US,mccredit,546616,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:50:39,MexicoAccount,email50776,ip71317,card2525
3447,2015-07-19 11:54:17,NA,mc,559209,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:54:17,MexicoAccount,email50776,ip71317,card28581
3448,2015-07-19 11:55:15,NA,mc,559209,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:55:14,MexicoAccount,email50776,ip71317,card228521
3449,2015-07-19 11:56:14,NA,mc,559209,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:56:14,MexicoAccount,email50776,ip71317,card56926
3450,2015-07-19 11:57:07,NA,mc,559209,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:57:07,MexicoAccount,email50776,ip71317,card208445
3451,2015-07-19 11:58:06,NA,mc,559209,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 11:58:05,MexicoAccount,email50776,ip71317,card180357
3452,2015-07-19 12:25:14,US,mccredit,546616,279900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 12:25:13,MexicoAccount,email343746,ip71354,card229360
3453,2015-07-19 14:13:42,US,mccredit,546616,79900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:13:42,MexicoAccount,email105364,ip76649,card134923
3454,2015-07-19 14:14:22,US,mccredit,546616,79900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:14:22,MexicoAccount,email105364,ip76649,card134923
3455,2015-07-19 14:16:03,US,mccredit,546616,79900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:16:03,MexicoAccount,email105364,ip76649,card218831
3456,2015-07-19 14:16:52,US,visaclassic,421156,79900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:16:52,MexicoAccount,email105364,ip76649,card196121
3457,2015-07-19 14:17:24,US,visaclassic,421156,79900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:17:24,MexicoAccount,email105364,ip76649,card104609
3458,2015-07-19 14:18:08,US,visaclassic,426684,79900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:18:08,MexicoAccount,email105364,ip76649,card102110
3459,2015-07-19 14:27:38,US,visadebit,464872,79900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:27:38,MexicoAccount,email105364,ip76649,card238966
3460,2015-07-19 14:44:46,US,mccredit,517805,239800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:44:45,MexicoAccount,email322959,ip67769,card190867
3461,2015-07-19 14:45:56,US,mccredit,517805,239800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:45:55,MexicoAccount,email322959,ip67769,card78076
3462,2015-07-19 14:46:53,US,mccredit,517805,239800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:46:51,MexicoAccount,email322959,ip67769,card19640
3463,2015-07-19 14:47:50,US,mccredit,517805,239800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:47:49,MexicoAccount,email322959,ip67769,card211066
3464,2015-07-19 14:49:02,NA,visa,476687,239800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:49:01,MexicoAccount,email322959,ip67769,card108174
3465,2015-07-19 14:50:35,NA,visa,476687,239800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 14:50:35,MexicoAccount,email322959,ip67769,card12703
3466,2015-07-19 16:22:00,CA,visa,450003,29900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 16:21:59,MexicoAccount,email41121,ip80404,card61925
3467,2015-07-19 16:22:46,CA,visa,450003,29900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 16:22:45,MexicoAccount,email41121,ip80404,card45474
3468,2015-07-19 16:34:05,MX,mccredit,544204,76900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 16:34:04,MexicoAccount,email10173,ip113005,card163735
3469,2015-07-19 17:28:55,MX,mccredit,518899,1699800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 17:28:54,MexicoAccount,email75201,ip67698,card102495
3470,2015-07-19 17:29:48,MX,visagold,493173,1699800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 17:29:47,MexicoAccount,email75201,ip67698,card36500
3472,2015-07-19 17:36:50,MX,visadebit,402766,269900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 17:36:50,MexicoAccount,email105363,ip84219,card161702
3473,2015-07-19 17:38:51,MX,visadebit,402766,269900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 17:38:50,MexicoAccount,email105363,ip84219,card141053
3474,2015-07-19 17:41:11,MX,visadebit,402766,269900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 17:41:10,MexicoAccount,email105363,ip84219,card80494
3475,2015-07-19 17:46:13,US,visaclassic,414720,219900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 17:46:13,MexicoAccount,email109705,ip67419,card62667
3476,2015-07-19 17:47:18,US,visadebit,474472,219900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 17:47:17,MexicoAccount,email109705,ip67419,card113758
3477,2015-07-19 18:26:03,US,visadebit,464872,97900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:26:02,MexicoAccount,email74694,ip83353,card132798
3478,2015-07-19 18:27:10,US,visadebit,474472,97900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:27:10,MexicoAccount,email74694,ip83353,card7377
3479,2015-07-19 18:28:17,US,mccredit,514887,97900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:28:17,MexicoAccount,email74694,ip83353,card222465
3480,2015-07-19 18:29:21,NA,mc,559209,74900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:29:20,MexicoAccount,email13237,ip80520,card95509
3481,2015-07-19 18:31:29,NA,mc,559209,74900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:31:28,MexicoAccount,email13237,ip80520,card175145
3482,2015-07-19 18:32:11,NA,mc,559209,74900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:32:11,MexicoAccount,email13237,ip80520,card186943
3483,2015-07-19 18:32:41,NA,mc,559209,74900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:32:41,MexicoAccount,email13237,ip80520,card228691
3484,2015-07-19 18:32:51,MX,mccredit,549138,69900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:32:50,MexicoAccount,email133773,ip61144,card52183
3485,2015-07-19 18:33:12,NA,mc,559209,74900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:33:12,MexicoAccount,email13237,ip80520,card15865
3486,2015-07-19 18:33:53,US,visaclassic,426684,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:33:52,MexicoAccount,email1404,ip68842,card45502
3487,2015-07-19 18:35:07,US,visaclassic,426684,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:35:06,MexicoAccount,email1404,ip68842,card87594
3488,2015-07-19 18:35:16,US,mccredit,517805,69900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:35:16,MexicoAccount,email133773,ip61144,card47431
3489,2015-07-19 18:40:09,MX,visadebit,402766,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:40:08,MexicoAccount,email333852,ip68346,card117657
3490,2015-07-19 18:40:40,MX,visadebit,402766,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:40:39,MexicoAccount,email333852,ip68346,card117657
3491,2015-07-19 18:58:10,MX,visadebit,415231,39900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 18:58:09,MexicoAccount,email260027,ip77427,card125796
3492,2015-07-19 19:22:59,US,mccredit,552465,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 19:22:58,MexicoAccount,email277487,ip64485,card169977
3493,2015-07-19 19:28:05,MX,mcdebit,525678,95900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 19:28:05,MexicoAccount,email277487,ip64485,card240775
3494,2015-07-19 19:39:24,MX,mcdebit,525678,289900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 19:39:24,MexicoAccount,email139237,ip61418,card240775
3495,2015-07-19 19:41:46,US,mccredit,552465,289900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 19:41:46,MexicoAccount,email139237,ip61418,card8760
3496,2015-07-19 19:42:22,US,mccredit,552465,289900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 19:42:22,MexicoAccount,email139237,ip61418,card152495
3497,2015-07-19 19:43:12,MX,mccredit,537830,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 19:43:11,MexicoAccount,email239734,ip114110,card234556
3498,2015-07-19 19:44:27,MX,visagold,455255,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 19:44:27,MexicoAccount,email239734,ip114110,card48361
3499,2015-07-19 19:45:25,MX,visaclassic,477291,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 19:45:25,MexicoAccount,email239734,ip114110,card90008
3500,2015-07-19 20:04:51,MX,visaclassic,493161,169915,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 20:04:50,MexicoAccount,email49444,ip117438,card88767
3501,2015-07-19 20:06:08,MX,visaclassic,493161,169915,MXN,US,Ecommerce,Refused,TRUE,0,2015-07-19 20:06:08,MexicoAccount,email49444,ip117438,card88767
3502,2015-07-19 20:08:36,US,mccredit,540324,247700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 20:08:35,MexicoAccount,email8918,ip84454,card200098
3503,2015-07-19 20:09:54,MX,mccredit,557920,110415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 20:09:54,MexicoAccount,email252944,ip66319,card147620
3504,2015-07-19 20:10:53,US,mccredit,540324,159800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 20:10:53,MexicoAccount,email8918,ip84454,card200098
3505,2015-07-19 20:16:30,MX,visadebit,491566,59900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 20:16:29,MexicoAccount,email155088,ip69840,card136321
3506,2015-07-19 20:17:43,MX,visadebit,491566,59900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 20:17:43,MexicoAccount,email155088,ip69840,card136321
3507,2015-07-19 21:10:52,MX,visaclassic,477291,42415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 21:10:51,MexicoAccount,email88774,ip82434,card237308
3509,2015-07-19 21:59:12,MX,visagold,477213,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 21:59:11,MexicoAccount,email92697,ip76892,card204830
3510,2015-07-19 22:28:50,MX,visadebit,415231,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 22:28:48,MexicoAccount,email59568,ip84135,card148162
3511,2015-07-19 22:30:52,MX,visadebit,415231,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 22:30:51,MexicoAccount,email59568,ip84135,card148162
3512,2015-07-19 22:31:37,MX,visadebit,491566,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 22:31:36,MexicoAccount,email205498,ip110202,card31934
3513,2015-07-19 22:32:40,MX,visadebit,415231,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 22:32:39,MexicoAccount,email59568,ip84135,card148162
3514,2015-07-19 22:45:27,MX,mccredit,549639,550000,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 22:45:27,MexicoAccount,email78813,ip61566,card202552
3515,2015-07-19 22:47:00,MX,mccredit,549639,550000,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 22:47:00,MexicoAccount,email78813,ip61566,card202552
3516,2015-07-19 22:48:23,MX,mccredit,549639,550000,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 22:48:23,MexicoAccount,email78813,ip61566,card202552
3517,2015-07-19 22:50:12,MX,visadebit,421316,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-07-19 22:50:12,MexicoAccount,email208935,ip71010,card225734
